chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	reserved	evidenceSources	elementType	eliteness
chr8	141233728	141236558	GH08J141233	421	.	141233728	141236558	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr8	141237358	141240972	GH08J141237	424	.	141237358	141240972	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr8	141242431	141244154	GH08J141242	222	.	141242431	141244154	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	141244198	141246594	GH08J141244	341	.	141244198	141246594	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr8	141258200	141258400	GH08J141258	238	.	141258200	141258400	95,95,95	Ensembl,dbSUPER	Enhancer	Elite
chr8	141263807	141267342	GH08J141263	352	.	141263807	141267342	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	141275865	141277573	GH08J141275	180	.	141275865	141277573	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	141277898	141280950	GH08J141277	338	.	141277898	141280950	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr8	141285814	141287931	GH08J141285	293	.	141285814	141287931	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	141288881	141292595	GH08J141288	364	.	141288881	141292595	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	141294771	141295686	GH08J141294	125	.	141294771	141295686	160,160,160	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	141305562	141306545	GH08J141305	118	.	141305562	141306545	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	141311499	141312670	GH08J141311	188	.	141311499	141312670	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	141326245	141328800	GH08J141326	178	.	141326245	141328800	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	141329200	141330090	GH08J141329	183	.	141329200	141330090	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	141346394	141347908	GH08J141346	273	.	141346394	141347908	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	141350635	141353814	GH08J141350	237	.	141350635	141353814	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	141358187	141361659	GH08J141358	272	.	141358187	141361659	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	141374440	141376870	GH08J141374	376	.	141374440	141376870	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr8	141393434	141394550	GH08J141393	226	.	141393434	141394550	95,95,95	ENCODE(Z-Lab),FANTOM5,dbSUPER	Enhancer	Elite
chr8	141400178	141407348	GH08J141400	479	.	141400178	141407348	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr8	141410012	141419430	GH08J141410	561	.	141410012	141419430	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,VISTA,dbSUPER	Enhancer	Elite
chr8	141433706	141434497	GH08J141433	178	.	141433706	141434497	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	142339809	142341000	GH08J142340	248	.	142339809	142341000	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr8	142368203	142369037	GH08J142368	225	.	142368203	142369037	95,95,95	ENCODE(Z-Lab),FANTOM5	Enhancer	Elite
chr8	142382009	142384159	GH08J142382	291	.	142382009	142384159	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	142401561	142404289	GH08J142401	552	.	142401561	142404289	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	142451036	142451361	GH08J142451	199	.	142451036	142451361	95,95,95	FANTOM5,dbSUPER	Enhancer	Elite
chr8	142452579	142453260	GH08J142452	475	.	142452579	142453260	255,51,51	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr8	142608078	142609809	GH08J142608	251	.	142608078	142609809	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	142614039	142615629	GH08J142614	523	.	142614039	142615629	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	142661071	142664876	GH08J142661	161	.	142661071	142664876	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	142667064	142672814	GH08J142667	689	.	142667064	142672814	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	142674263	142685237	GH08J142674	514	.	142674263	142685237	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	142698437	142701628	GH08J142698	426	.	142698437	142701628	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	142725627	142728829	GH08J142725	725	.	142725627	142728829	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr8	142731400	142732892	GH08J142731	269	.	142731400	142732892	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr8	142737755	142740419	GH08J142737	384	.	142737755	142740419	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	142776464	142778576	GH08J142776	514	.	142776464	142778576	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	142787038	142789954	GH08J142787	467	.	142787038	142789954	255,51,51	ENCODE(Z-Lab),EPDnew,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr8	142984000	142984801	GH08J142984	192	.	142984000	142984801	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	142990819	142995179	GH08J142990	235	.	142990819	142995179	95,95,95	ENCODE(Z-Lab),FANTOM5	Enhancer	Elite
chr8	143012629	143014661	GH08J143012	345	.	143012629	143014661	95,95,95	ENCODE(Z-Lab),FANTOM5,dbSUPER	Enhancer	Elite
chr8	143014801	143020998	GH08J143014	682	.	143014801	143020998	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	143038563	143040269	GH08J143038	365	.	143038563	143040269	255,102,102	ENCODE(Z-Lab),Ensembl	Promoter/Enhancer	Elite
chr8	143047615	143048933	GH08J143047	242	.	143047615	143048933	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143094566	143095657	GH08J143094	144	.	143094566	143095657	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143112626	143113308	GH08J143112	153	.	143112626	143113308	160,160,160	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143136000	143136858	GH08J143136	167	.	143136000	143136858	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143170143	143172061	GH08J143170	185	.	143170143	143172061	95,95,95	ENCODE(Z-Lab),FANTOM5	Enhancer	Elite
chr8	143266265	143268660	GH08J143266	605	.	143266265	143268660	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	143269358	143270149	GH08J143269	233	.	143269358	143270149	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143275807	143282340	GH08J143275	750	.	143275807	143282340	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr8	143333636	143335831	GH08J143333	563	.	143333636	143335831	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	143337387	143338262	GH08J143337	252	.	143337387	143338262	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143345000	143346195	GH08J143345	210	.	143345000	143346195	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143354600	143356600	GH08J143354	232	.	143354600	143356600	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143360850	143361400	GH08J143360	186	.	143360850	143361400	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr8	143367397	143370479	GH08J143367	554	.	143367397	143370479	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	143382910	143387198	GH08J143383	306	.	143382910	143387198	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143405650	143409273	GH08J143405	263	.	143405650	143409273	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143427230	143427380	GH08J143427	178	.	143427230	143427380	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143427960	143429826	GH08J143428	192	.	143427960	143429826	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143430290	143431872	GH08J143430	460	.	143430290	143431872	255,51,51	ENCODE(Z-Lab),Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	143453764	143455281	GH08J143453	372	.	143453764	143455281	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	143460437	143464066	GH08J143460	339	.	143460437	143464066	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	143468893	143473149	GH08J143468	153	.	143468893	143473149	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143481510	143481660	GH08J143481	133	.	143481510	143481660	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143484642	143485427	GH08J143484	98	.	143484642	143485427	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143493159	143495754	GH08J143493	384	.	143493159	143495754	95,95,95	ENCODE(Z-Lab),Ensembl,UCNEbase,dbSUPER	Enhancer	Elite
chr8	143514893	143522293	GH08J143514	434	.	143514893	143522293	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr8	143523248	143530620	GH08J143523	434	.	143523248	143530620	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr8	143531339	143532399	GH08J143531	442	.	143531339	143532399	95,95,95	ENCODE(Z-Lab),UCNEbase,VISTA,dbSUPER	Enhancer	Elite
chr8	143540319	143542498	GH08J143540	570	.	143540319	143542498	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	143544023	143550199	GH08J143544	420	.	143544023	143550199	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr8	143552127	143554618	GH08J143552	478	.	143552127	143554618	255,51,51	ENCODE(Z-Lab),Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	143557335	143559673	GH08J143557	539	.	143557335	143559673	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	143570971	143575616	GH08J143570	305	.	143570971	143575616	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143576346	143580365	GH08J143576	607	.	143576346	143580365	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	143595366	143600496	GH08J143595	588	.	143595366	143600496	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	143601252	143603245	GH08J143601	241	.	143601252	143603245	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr8	143607860	143611381	GH08J143607	566	.	143607860	143611381	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	143634678	143637547	GH08J143634	579	.	143634678	143637547	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	143683870	143685613	GH08J143683	558	.	143683870	143685613	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	143716090	143716401	GH08J143716	460	.	143716090	143716401	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	143731692	143742802	GH08J143731	563	.	143731692	143742802	255,51,51	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr8	143770394	143772913	GH08J143770	278	.	143770394	143772913	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	143813330	143813480	GH08J143813	195	.	143813330	143813480	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143814126	143816743	GH08J143814	630	.	143814126	143816743	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	143819889	143820407	GH08J143819	98	.	143819889	143820407	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143820576	143826093	GH08J143820	333	.	143820576	143826093	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	143826939	143830551	GH08J143826	635	.	143826939	143830551	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	143873169	143879430	GH08J143873	609	.	143873169	143879430	204,0,0	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr8	143903649	143905482	GH08J143903	253	.	143903649	143905482	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	143905485	143907030	GH08J143905	278	.	143905485	143907030	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	143914530	143959729	GH08J143914	839	.	143914530	143959729	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr8	143960401	143961599	GH08J143960	63	.	143960401	143961599	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr8	143961800	143963600	GH08J143961	194	.	143961800	143963600	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	143964369	143967924	GH08J143964	349	.	143964369	143967924	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr8	143968730	143979748	GH08J143968	701	.	143968730	143979748	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144002771	144006234	GH08J144002	258	.	144002771	144006234	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	144011400	144013672	GH08J144011	470	.	144011400	144013672	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5	Promoter/Enhancer	Elite
chr8	144014400	144015342	GH08J144014	363	.	144014400	144015342	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr8	144046629	144053332	GH08J144046	284	.	144046629	144053332	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	144062344	144064658	GH08J144062	469	.	144062344	144064658	255,51,51	ENCODE(Z-Lab),EPDnew,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr8	144069897	144070290	GH08J144069	232	.	144069897	144070290	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr8	144073792	144075000	GH08J144073	386	.	144073792	144075000	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr8	144077077	144080457	GH08J144077	646	.	144077077	144080457	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144094199	144098940	GH08J144094	566	.	144094199	144098940	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	144101932	144105889	GH08J144101	596	.	144101932	144105889	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	144107198	144110894	GH08J144107	233	.	144107198	144110894	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	144264013	144278253	GH08J144264	368	.	144264013	144278253	255,102,102	EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144290425	144296378	GH08J144290	616	.	144290425	144296378	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144322275	144327794	GH08J144322	641	.	144322275	144327794	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144353180	144359843	GH08J144353	617	.	144353180	144359843	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	144372453	144375479	GH08J144372	573	.	144372453	144375479	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	144407756	144412581	GH08J144407	641	.	144407756	144412581	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144412596	144419866	GH08J144412	621	.	144412596	144419866	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144422354	144424786	GH08J144422	277	.	144422354	144424786	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr8	144425527	144432349	GH08J144425	724	.	144425527	144432349	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr8	144442937	144445518	GH08J144442	548	.	144442937	144445518	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	144455644	144457247	GH08J144455	332	.	144455644	144457247	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	144461317	144468367	GH08J144461	576	.	144461317	144468367	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	144471841	144479865	GH08J144471	632	.	144471841	144479865	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144500455	144504975	GH08J144500	612	.	144500455	144504975	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144506979	144510958	GH08J144506	643	.	144506979	144510958	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144516530	144519150	GH08J144516	544	.	144516530	144519150	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	144521501	144524043	GH08J144521	464	.	144521501	144524043	255,51,51	ENCODE(Z-Lab),Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144528176	144529801	GH08J144528	621	.	144528176	144529801	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144579971	144581600	GH08J144579	188	.	144579971	144581600	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	144620627	144623104	GH08J144620	115	.	144620627	144623104	160,160,160	ENCODE(Z-Lab),FANTOM5	Enhancer	Elite
chr8	144683670	144688194	GH08J144683	408	.	144683670	144688194	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr8	144766764	144769024	GH08J144766	311	.	144766764	144769024	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	144770072	144771096	GH08J144770	295	.	144770072	144771096	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5	Enhancer	Elite
chr8	144785254	144794206	GH08J144785	658	.	144785254	144794206	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144796503	144801462	GH08J144796	689	.	144796503	144801462	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr8	144825336	144831819	GH08J144825	573	.	144825336	144831819	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	144851807	144854248	GH08J144851	566	.	144851807	144854248	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	144877452	144879855	GH08J144877	259	.	144877452	144879855	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr8	144899799	144903381	GH08J144899	686	.	144899799	144903381	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5	Promoter/Enhancer	Elite
chr8	144948913	144951484	GH08J144948	553	.	144948913	144951484	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr8	145000706	145005662	GH08J145000	429	.	145000706	145005662	255,51,51	ENCODE(Z-Lab),Ensembl	Promoter/Enhancer	Elite
chr8	145051242	145053667	GH08J145051	567	.	145051242	145053667	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr9	63000	64200	GH09J000063	183	.	63000	64200	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr9	177999	179600	GH09J000178	469	.	177999	179600	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr9	210972	212350	GH09J000210	409	.	210972	212350	255,51,51	ENCODE(Z-Lab),EPDnew,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr9	213852	217550	GH09J000213	599	.	213852	217550	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,dbSUPER	Promoter/Enhancer	Elite
chr9	218800	219000	GH09J000218	63	.	218800	219000	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr9	227600	228400	GH09J000227	63	.	227600	228400	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr9	249100	249370	GH09J000249	161	.	249100	249370	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	250220	250370	GH09J000251	144	.	250220	250370	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	250577	251108	GH09J000250	173	.	250577	251108	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	257600	258600	GH09J000257	229	.	257600	258600	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr9	259210	259371	GH09J000260	63	.	259210	259371	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	259479	260615	GH09J000259	228	.	259479	260615	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	268400	269796	GH09J000268	303	.	268400	269796	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr9	270398	275806	GH09J000270	691	.	270398	275806	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr9	276227	282843	GH09J000276	398	.	276227	282843	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr9	295884	298620	GH09J000295	366	.	295884	298620	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr9	303968	305340	GH09J000303	173	.	303968	305340	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	436831	440338	GH09J000436	167	.	436831	440338	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr9	446534	449142	GH09J000446	146	.	446534	449142	160,160,160	ENCODE(Z-Lab),FANTOM5	Enhancer	Elite
chr9	468353	471443	GH09J000468	539	.	468353	471443	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr9	503102	505710	GH09J000503	519	.	503102	505710	255,51,51	ENCODE(Z-Lab),EPDnew,Ensembl	Promoter/Enhancer	Elite
chr9	532682	533680	GH09J000532	173	.	532682	533680	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	556285	558649	GH09J000556	183	.	556285	558649	95,95,95	ENCODE(Z-Lab),Ensembl	Enhancer	Elite
chr9	612543	615229	GH09J000612	436	.	612543	615229	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr9	616774	617021	GH09J000616	95	.	616774	617021	160,160,160	FANTOM5,dbSUPER	Enhancer	Elite
chr9	621168	622073	GH09J000621	382	.	621168	622073	255,51,51	EPDnew,Ensembl,FANTOM5	Promoter/Enhancer	Elite
chr9	625000	625200	GH09J000626	63	.	625000	625200	192,192,192	Ensembl,dbSUPER	Enhancer	Elite
chr9	625280	625430	GH09J000627	63	.	625280	625430	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	630979	632199	GH09J000630	79	.	630979	632199	160,160,160	ENCODE(Z-Lab),FANTOM5	Enhancer	Elite
chr9	637252	637595	GH09J000637	155	.	637252	637595	160,160,160	FANTOM5,dbSUPER	Enhancer	Elite
chr9	642150	642448	GH09J000642	144	.	642150	642448	160,160,160	FANTOM5,dbSUPER	Enhancer	Elite
chr9	649601	651142	GH09J000649	222	.	649601	651142	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr9	655487	657929	GH09J000655	180	.	655487	657929	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr9	672709	679022	GH09J000672	597	.	672709	679022	204,0,0	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr9	682380	688400	GH09J000682	358	.	682380	688400	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr9	691729	699401	GH09J000691	371	.	691729	699401	95,95,95	ENCODE(Z-Lab),Ensembl,FANTOM5,dbSUPER	Enhancer	Elite
chr9	702506	703726	GH09J000702	63	.	702506	703726	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	705430	711450	GH09J000705	674	.	705430	711450	204,0,0	ENCODE(Z-Lab),EPDnew,Ensembl,FANTOM5,dbSUPER	Promoter/Enhancer	Elite
chr9	711476	712180	GH09J000711	63	.	711476	712180	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	712380	712530	GH09J000712	63	.	712380	712530	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	714515	716756	GH09J000714	229	.	714515	716756	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr9	720334	720905	GH09J000720	144	.	720334	720905	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	727518	729099	GH09J000727	161	.	727518	729099	160,160,160	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	729280	729630	GH09J000729	63	.	729280	729630	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	732328	732388	GH09J000732	211	.	732328	732388	255,102,102	EPDnew,dbSUPER	Promoter/Enhancer	Elite
chr9	733514	740081	GH09J000733	320	.	733514	740081	95,95,95	ENCODE(Z-Lab),Ensembl,dbSUPER	Enhancer	Elite
chr9	744323	745690	GH09J000744	220	.	744323	745690	95,95,95	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
chr9	746280	746330	GH09J000746	63	.	746280	746330	192,192,192	ENCODE(Z-Lab),dbSUPER	Enhancer	Elite
