title,project_description,keywords,gse,bioproject_id,bioproject_id_cohort,paper,n_samples,notes,timepoints,time_type,doses,human_atlas,human_dataset,vaccine_type,target_pathogen,target_antigen,adjuvanted,sample_source,administration_route,sequencing,organism_name,raw_data_available,train,test,atlas,translational
The mRNA-LNP platform’s lipid nanoparticle component used in preclinical vaccine studies is highly inflammatory,"Vaccines based on mRNA-containing lipid nanoparticles (LNPs) are a promising new platform used by two leading vaccines against coronavirus disease in 2019 (COVID-19). Clinical trials and ongoing vaccinations present with very high protection levels with varying degrees of side effects. However, the nature of the reported side effects remains poorly defined. Here we present evidence that LNPs used in many preclinical studies are highly inflammatory in mice. Intradermal injection of these LNPs led to rapid and robust inflammatory responses, characterized by massive neutrophil infiltration, activation of diverse inflammatory pathways, and production of various inflammatory cytokines and chemokines. The same dose of LNP delivered intranasally led to similar inflammatory responses in the lung and resulted in a high mortality rate.   In summary, here we show that the LNPs used for many preclinical studies are highly inflammatory.  Thus, their potent adjuvant activity and reported superiority comparing to other adjuvants in supporting the induction of adaptive immune responses could stem from their inflammatory nature. Furthermore, the preclinical LNPs are similar to the ones used for human vaccines, which could also explain the observed side effects in humans using this platform. Overall design: A total of 8 samples are included in this study with 4 replicates each for naive and immunized mice.","mrna, sarscov2, side effects,",GSE167521,704856,,https://pubmed.ncbi.nlm.nih.gov/33688649/,8,Side effects,NA,,,Yes,COVID-19 vax atlas,mRNA,SARS-CoV-2,,NA,Skin,Intradermal,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Molecular characterization of hypothalamus-infiltrating T cells following Pandemrix® vaccination of Orex-HA mice through bulk RNA sequencing of T cell subsets,"To identify the T cell subsets and molecular pathways potentially involved in the killing of orexinergic neurons in Pandemrix®-vaccinated Orex-HA mice, we cell-sorted activated (CD44high CD62Llow) transferred HA-specific (CD45.1+) and endogenous (CD45.1-) CD4 and CD8 T cells from dissected hypothalami, spleen and cervical lymph nodes at the peak of hypothalamic infiltration (day 14 post-vaccination). RNA sequencing on these sorted T cell populations allowed us to compare the gene expression profile of a given T cell subset across different tissue sites and of different T cell subsets in a given tissue. Overall design: Orex-HA mice were immunized intramuscularly with Pandemrix® vaccine 1 day after the adoptive transfer of naïve (CD45.1+CD62L+CD25-) HA-specific CD4+ and CD8+ T cells. At day 14 post-vaccination, endogenous (CD45.1-) and transferred HA-specific (CD45.1+) populations of CD44highCD62LlowCD4+ and CD44highCD62LlowCD8+ T cells were isolated from spleens, cervical lymph nodes and hypothalami by FACS sorting in 4 independent experiments involving 20 to 30 mice each.   4 experiments X 3 tissues per experiment X 4 T cell populations (CD4 and CD8 both with endogenous & transferred) = 48 samples (1 samples did not sequence)…. Total of 47 samples available.","Pandemrix, bulkRNAseq, spleens, lymph nodes",GSE195600,801465,801465_spleen,,47,NA,14,Day,,Yes,MSigDB,Inactivated,Influenza,Pandemrix,AS03,Spleen,?,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Variant-specific vaccination induces systems immune responses and potent in vivo protection against SARS-CoV-2 [scRNA-seq],"We generated LNP-mRNAs specifically encoding wildtype (WT), B.1.351 and B.1.617 SARS-CoV-2 spikes, and systematically studied their immune responses. Single cell transcriptomics of WT- and variant-specific LNP-mRNA vaccinated animals revealed a systematic landscape of immune cell populations and global gene expression. Overall design: Splenocytes were isolated and processed from immunized mice and analyzed by scRNA-seq.","mrna, sarscov, omicron, scRNAseq, spleen",GSE201266,830587,,,24,NA,?,,,Yes,COVID-19 vax atlas,mRNA,SARS-CoV-2,Spike Omicron//Spike Wuhan,no,Spleen,?,scRNAseq,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Adenosine deaminase augments SARS-CoV-2 specific cellular and humoral responses in aged mouse models of immunization and challenge,"Aged patients suffer disproportionately increased morbidity and mortality associated with SARS-CoV-2 infection. Despite numerous clinically available vaccines and therapeutics, aged patients remain at increased risk for COVID-19 morbidity. Furthermore, the aged patient population has suboptimal responses to SARS-CoV-2 vaccine antigens. Here, we characterize vaccine-induced responses to SARS-CoV-2 synthetic DNA vaccine antigens in 18-month-old mice and interrogate protection. Aged mice have altered cellular responses, including decreased IFNγ secretion and increased TNFα secretion as compared to young mice. Aged mice had significantly decreased binding and neutralizing antibodies in their serum compared to their young counterparts. Co-immunization with the plasmid-encoded molecular adjuvant adenosine deaminase-1 (pADA) enhanced cellular responses and expanded the breadth of humoral responses in aged mice. pADA co-delivery also altered the gene expression profiles of lymph node lymphocytes in aged animals. Upon challenge pADA co-immunization modestly decreased age-associated morbidity and mortality in ACE2 transgenic and mouse-adapted SARS-CoV-2 challenge models. These data support the use of aged mice as a model for age-associated decreased vaccine immunogenicity and infection-mediated morbidity and mortality in the context of SARS-CoV-2 and provide further support of the use of adenosine deaminase as a molecular adjuvant. Overall design: single cell RNA-seq in young and aged treated and naïve mice","sarscov2, single cell, dna vaccine",GSE217200,897899,,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2023.1138609/full,6,NA,prime and boost,?,,Yes,COVID-19 vax atlas,DNA,SARS-CoV-2,Spike,?,Spleen,?,scRNAseq,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Novel transcriptional and translational biomarkers of tularemia vaccine efficacy in a mouse inhalation model: proof of concept,"Francisella tularensis subspecies tularensis (Ftt) is extremely virulent for humans when inhaled as small particle aerosols (<5μm). Inhalation of ≥ 20 viable bacteria is sufficient to initiate infection with a mortality rate ≥30%. Consequently, in the past, Ftt became a primary candidate for biological weapons development. To counter this threat, the USA developed a live vaccine strain that showed efficacy in humans against inhalation of virulent Ftt. However, the breakthrough dose was fairly low and protection waned with time. These weaknesses triggered extensive research for better vaccine candidates. Previously, we  showed that deleting the clpB gene from virulent Ftt strain, SCHU S4,  resulted in a mutant that was significantly less virulent than LVS for mice, yet better protected them from aerosol challenge with wild-type SCHU S4.  To date, comprehensive searches for correlates of protection for SCHU S4 ΔclpB among molecules that are critical signatures of cell-mediated immunity, have yielded little reward. In this study we used transcriptomics analysis to expand the potential range of molecular correlates of protection induced by vaccination with SCHU S4 ΔclpB beyond the usual candidates.  The results provide proof-of-concept that unusual host responses to vaccination can potentially serve as novel efficacy biomarkers for new tularemia vaccines. Overall design: In this study we used transcriptomics analysis to expand the potential range of molecular correlates of protection induced by vaccination with SCHU S4 ΔclpB beyond the usual candidates.  The comparative study of transcriptomics were performed between LVS and one of the SCHU S4 deletion mutants ΔclpB, ΔgplX and ΔlpcC and all vaccinated samples compared with each other. The results provide proof-of-concept that unusual host responses to vaccination can potentially serve as novel efficacy biomarkers for new tularemia vaccines","francisella tularensis, bacteria,",GSE186408,773752,,https://pubmed.ncbi.nlm.nih.gov/20214815/,20,NA,?,,,Yes,MSigDB,Attenuated,Francisella tularensis,Whole,NA,Spleen,Intradermal,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Mycobacterium bovis-BCG vaccination induces a specific pulmonary transcriptome biosignature in mice,"In the present study, we applied microarray technology to define a biosignature from the whole genome expression in lung and spleen samples after BCG vaccination and M. bovis infection of BALB/c mice. The aims were two-fold, namely to define biosignatures that could predict vaccine success before challenge, and biomarker patterns that correlated with anamnestic protective responses following exposure to virulent M. bovis. Further, Our aim was to define these markers to be detectable without in vitro antigenic challenge. After BCG vaccination, we defined a specific pulmonary gene expression signature related to the connective tissue development and function network that predicted vaccine success before M. bovis challenge. In addition, a Th17-related cytokine profile was found that correlated with vaccine-induced protective immunity following infection with virulent M. bovis in the lung as well as additional genes that were up-regulated in the spleens of vaccinated animals post-infection that was related to neutrophil biology and inflammation. This study has therefore prioritized both biomarkers predicting vaccination success before challenge and bio-signatures that are associated with protective immune responses that will be useful to evaluate future vaccine candidates. Overall design: Two groups of 20 mice each were immunised by a single intradermal injection of 2 x 10 to 5 CFU of M. bovis BCG (Vaccinated), or Hanks buffered salt solution (HBSS) (Unvaccinated). Six weeks later 5 mice from each group were euthanized for immunological analyses and the remaining mice from each group were challenged with approx 600 CFU M. bovis via the intranasal route. At days 3 and 14 post challenge five mice per group were euthanized and spleens and lungs harvested.","microarray, bcg, lung, spleen",GSE21149,126627,126627_spleen,,NA,NA,6//3//14,Weeks//Day//Day,,Yes,MSigDB,Attenuated,Tuberculosis,BCG,NA,Spleen,Intradermal,Microarray,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Splenic memory CD8 T cell signature of enhanced responsiveness to vaccine boost,"We addressed the question of primed CD8 T cell responsiveness to boost in a Balb/c mouse model of vaccination against gag of HIV-1, namely intramuscular (i.m.) prime with the Chimpanzee adenovector ChAd3-gag and i.m. boost with Modified Virus Ankara MVA-gag. In this setting, boost was more effective at day(d)100 than at d30 post-prime, as evaluated by multi-lymphoid organ assessment of gag-specific CD8 T cell frequency, CD62L-phenotype and in vivo killing activity at d45 post-boost. RNA-sequencing was used to compare memory signature of gag-specific spleen CD8 T cells at d100 post-prime with those at d30. Overall design: Bulk RNA was sequenced from sorted spleen gag-specific CD8 T cells (average 93% pure Tetr-gag+Pent-gag+CD3+CD8+ cells) at d30 and d100 post-prime, in 4 independent experiments with a total of 7 samples (A_d30; B_d30; C_d30; D_d30; B_d100; C_d100.1; C_d100.2).","spleen, HIV-1, intramuscular, ChAd, adenovirus, MVA ankara, prime boost, bulk RNAseq",GSE207389,854971,854971_chad,,7,NA,?,,,Partial,No,Viral vector,ChAd,,No,Spleen,Intramuscular,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Splenic memory CD8 T cell signature of enhanced responsiveness to vaccine boost,"We addressed the question of primed CD8 T cell responsiveness to boost in a Balb/c mouse model of vaccination against gag of HIV-1, namely intramuscular (i.m.) prime with the Chimpanzee adenovector ChAd3-gag and i.m. boost with Modified Virus Ankara MVA-gag. In this setting, boost was more effective at day(d)100 than at d30 post-prime, as evaluated by multi-lymphoid organ assessment of gag-specific CD8 T cell frequency, CD62L-phenotype and in vivo killing activity at d45 post-boost. RNA-sequencing was used to compare memory signature of gag-specific spleen CD8 T cells at d100 post-prime with those at d30. Overall design: Bulk RNA was sequenced from sorted spleen gag-specific CD8 T cells (average 93% pure Tetr-gag+Pent-gag+CD3+CD8+ cells) at d30 and d100 post-prime, in 4 independent experiments with a total of 7 samples (A_d30; B_d30; C_d30; D_d30; B_d100; C_d100.1; C_d100.2).","spleen, HIV-1, intramuscular, ChAd, adenovirus, MVA ankara, prime boost, bulk RNAseq",GSE207389,854971,854971_mva,,7,NA,?,,,Partial,,Viral vector,MVA,,No,Spleen,Intramuscular,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Ten day time course of effect of influenza vaccination on gene expression profiles of spleen cells (unselected cells and B cells) in mice,"Study was to explore the immune and transcriptomic response to seasonal influenza vaccination (TIV) in mice. For more information see Immport study SDY583. Overall design: 22 total samples, 6 mice per sample: 11 unselected cell samples (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, or 10 days post-vaccine boost) and 11 B cell samples  (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, or 10 days post-vaccine boost)","influenza, pbmc, b cell",GSE68770,283894,,,NA,NA,0//10,Day,,Yes,MSigDB/13Vax,Inactivated,Influenza,Whole,NA,Spleen,NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Spleen transcriptional profiling of Mus musculus BALB/c strain after DNA vaccination against influenza H5N1,"Hemagglutinin of the influenza virus is the main external glycoprotein. This very immunogenic protein is the target of the most anti-influenza vaccines. DNA vaccines are new alternative to conventional inactivated ones. Four DNA vaccines were tested. Each tested variant was based on the pCI vector with nucleotide sequence encoding hemagglutinin from A/swan/Poland/305-135V08/2006 (H5N1, clade 2.2). In K3/pCI, GK/pCI and HAneo/pCI the different optimization algorithms of hemagglutinin encoding sequence without amino acids change were tested. In 3NF/pCI the NFkappaB binding sites flanking the expression cassette were included in order to improve the nuclear transfer. Comparative transcriptome analysis of mice vaccinated the following vaccine HAneo/pCI,K3/pCI, GK/pCI or 3NF/pCI versus empty vector demonstrated minor changes in genes expression pattern. Most genes were expressed on the similar level in the vaccinated individuals and in the control mice. Small number of genes in particular variants showed the expression different than in the control mice. In general, the identified genes with the changed expression included some genes involved in metabolic processes and none of them seem to induce any undesirable pathways nor disease. Overall design: 6-8 weeks female mice BALB/c strain were used in the experiments. Three independent biological replicates of total RNA were isolated for each vaccine variants: HAneo/pCI, K3/pCI and 3NF/pCI and two independent biological replicates of total RNA were isolated from negative control group - empty vector and group GK/pCI. The spleen samples were collected 3 days after the booster DNA vaccination against influenza virus, each of dose was 20ug of plasmid DNA per mouse. Totally, 13 samples of RNA was prepared.","influenza, dna, balb/c, spleen",GSE101747,395345,,,13,NA,NA,,,Partial,,DNA,Influenza,Influenza H5N1,NA,Spleen,NA,Microarray,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Modeling of the Response to a Multiple Vaccination Schedule Using the Adjuvant Neisseria meningitidis Porin B,"Vaccine adjuvants enhance the immune response to vaccines, resulting more robust and durable immune responses. Although extensive work has been done on the response to a single vaccination over time, here we seek to characterize the response over the course of multiple vaccinations. In particular we modeled the changes in expression of mouse splenocytes after each of three vaccinations with and without antigen (chicken egg white ovalbumin) and adjuvant (N. meningitidis PorB). We also fitted the regulated genes into enriched gene sets to better characterize the response. Overall design: 2x2 factorial design (+/- antigen, +/- adjuvant) over 3 time points, with a single universal control (PBS), n=3","neisseria meningitidis, spleen",GSE104337,412385,,,30,NA,NA,,,Yes,,Subunit,Neisseria meningitidis,OVA//PorB,PorB,Spleen,NA,Microarray,Mus musculus,,FALSE,TRUE,FALSE,FALSE
mRNA and lncRNA profiling of mice spleens inoculated with group ACYW135 meningococcal polysaccharide vaccine,"Group ACYW135 meningococcal polysaccharide vaccine (MPV-ACYW135) is a classical common vaccine used to prevent Neisseria meningitidis serogroup A, C, Y, W135. Although immunological research on MPV has been relatively complete in the past few decades, studies on the vaccine at the transcriptional levels are still limited. In the present study, mRNAs and lncRNAs related to immunity were screened from spleens of mice inoculated with MPV-ACYW135 and compared with the control group to identify the effect and mechanism of these mRNAs and lncRNAs on the immune response. A comprehensive analysis of mRNAs and lncRNAs between MPV group and control group was performed by RNA-seq with bioinformatics. Overall design: The experiment was divided into 2 groups with 3 mice in each group. Mice in one group were injected with MPV-ACYW135, and the other group was the control group. The spleen is used for RNA sequencing. Comparative gene expression profiling analysis of RNA-seq data for MPV group (MPV_S_1, MPV_S_2, and MPV_S_3) and control group (Control_S_1, Control_S_2, and Control_S_3).","meningococcal, polysaccharide, acwy, spleen",GSE224584,931916,,,6,NA,?,,,Yes,,Polysaccharide,Neisseria meningitidis,ACWY,NA,Spleen,NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
High-throughput sequencing after immunization with pep27 mutant,"Purpose; The aim of this study is to find out the difference of gene expression by immunization with the pep27 mutant vaccine. Method; After immunization with the pep27 mutant vaccine, mRNA was extracted from lung and spleen. Result; Both B and T cells were activated by the pep27 mutant vaccine. Overall design: mRNA profiles of immunized group in lung and spleen were compared to the non-immunized group.","pep27, pneumococcal, spleen, lungs,",GSE93718,362195,362195_spleen,,NA,NA,NA,,,Partial,None,Subunit,Pneumococcal,Pep27,NA,Spleen,NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Gut IgA Enhances Systemic IgG Responses to Pneumococcal Vaccines Through the Commensal Microbiota,"We set up to characterize the global transcriptome of splenic follicular (FO) B cells from control wild type (Wt) and Igha-deficient (IgAKO) mice with the aim of gaining new insights into how translocated gut antigens may impair IgG production to vaccines in the absence of IgA. Splenic Marginal zone (MZ) B cells were also included in this study, as IgA deficiency impaired IgG responses to T-independent immunogens as well. Overall design: RNA from sorted splenic MZ B cells and FO  B cells were obtained from 4-5 age- and sex-matched wild type and IgA-deficient (IgAKO) mice.","spleen, pneumococcal, microbiota",GSE173361,725246,,,19,Not many info,NA,,,Yes,,NA,Pneumococcal,,NA,Spleen,NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Whole genome profiling of murine lymphocytes and statistical validation of a panel of immune molecules to predict vaccine efficacy against Mycobacterium tuberculosis,"Transcriptional profiling of splenic lymphocytes derived from vaccinated mice, and ex-vivo exposed to M.tb.-infected macrophages in culture. Splenocytes from mice innoculated with Mycobacterium bovis BCG Pasteur (PAS), or M. bovis BCG Copenhagen (SSI), or heat killed BCG SSI (HK), or uninfected control, were ex vivo co-cultured with mouse bone marrow macrophages previously infected with M. tb. Overall design: Mouse splenocytes from 3 different immunizations (plus Naive control), after ex-vivo exposure to MtB infected macrophages in co-culture, were re-isolated and RNA extracted for Illumina microarray","tuberculosis, BCG",GSE135592,559380,,,11,NA,NA,,,Yes,,Attenuated and Inactivated,Tuberculosis,BCG 2 strains,NA,Spleen,NA,Microarray,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Early dendritic cell molecular signature modelling predicts late vaccine-induced adaptive T-cell responses (Illumina),"Mice were vaccinated with different Lentivirus vector-plaforms or PBS. Transcriptomes of sorted dendritic cells 6 hours after vaccination were used to build a model predictive of the vector-platform efficacy measured as the antigen-specific response 5, 7 and 10 days after the vaccination Overall design: Groups of 7-week-old female C57BL/6 mice (Charles River, France and Germany) were immunized either intravenously or sub-cutaneously with a controlled quantity of vector particles as defined in CompuVac assay protocols (www.compuvac.eu). Control mice were injected with 100 µL of phosphate buffered saline solution (PBS).",lentivirus,GSE66797,278648,,,NA,ler artigo,5//7//10,Day,,Partial,,Viral vector,Lentivirus vectors,,NA,Spleen (dendritic cells),Intravenous//Subcutaneous,Microarray,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Transcriptomic profiling of mouse spleen mascrophages following adjuvant vaccination (house mouse),"Trained immunity is the phenomenon whereby innate immune cells such as monocytes or macrophages undergo functional reprogramming after exposure to certain microbial components, altering their responses to future exposures. Intravesical instillation with Bacillus Calmette-Guérin (BCG) is the most effective adjuvant therapy in patients with high-risk non-muscle invasive bladder cancer (HR-NMIBC). HR-NMIBC is associated with a high risk of tumor recurrence and progression to muscle-invasive bladder cancer. The precise immunological mechanisms through which BCG mediates anti-tumor immunity are still unclear. The aim of our study was to investigate the (long-term) induction of trained immunity by repeated BCG instillations in NMIBC patients and elucidate the immunological and epigenetic mechanisms that are involved. Another aim was to assess the relationship between trained immunity response and clinical response of NMIBC patients, in terms of recurrence free survival and progression free survival. To determine whether BCG instillations induce trained immunity in peripheral blood mononuclear cells (PBMCs) we performed a prospective cohort study (‘Tribute’) and isolated PBMCs collected before BCG therapy and at 8 time points during BCG therapy. A total of 17 BCG-naïve HR-NMIBC patients were included. After isolation of PBMCs, monocytes were further purified using an isolation procotol with a percoll gradient. RNA was isolated from these purified monocytes were and used as input for RNA-seq analysis. Overall design: Blood was collected using venapuncture and PBMCs were isolated at three time points during the BCG induction cycle: pre-BCG1, BCG2 and BCG6; and two time points during each subsequent BCG maintenance cycle: pre-BCG7, BCG9, pre-BCG10, BCG12, pre-BCG13 and BCG15. For each donor one replicate for each time point was included. RNA from purified monocytes was isolated for the time points pre-BCG1, BCG6, and pre-BCG7 and the RNA-seq data was analysed. For some patients RNA-seq data for the pre-BCG10 time point was also available, but this time point was not included in the analysis because not every patient had data available for this time point. Comparisons for differentially expressed genes were made using the pre-BCG1 time point as a reference.","bcg, spleen macrophages",GSE216062,891883,,,NA,NA,?,,,Yes,MSigDB,Attenuated,Tuberculosis,BCG,no,Spleen (macrophages),?,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Early transcriptomic response of innate immune cells  to subcutaneous BCG vaccination of mice,"Bacille Calmette-Guerin (BCG) vaccination might contribute to nonspecific enhancement of resistance to various infections. Thus, BCG in addition to the formation of specific immunity against mycobacteria is also capable of inducing “trained immunity” - the ability of the innate immune system to maintain the memory of past infections and use it to develop immune defenses against new ones. In this study, we performed RNA sequencing of innate immune cells derived from mice bone marrow and spleen three day after subcutaneous BCG vaccination to evaluate early transcriptomic response of innate immune cells Overall design: We performed RNA sequencing of innate immune cells derived from murine bone marrow and spleen three day after subcutaneous BCG vaccination. To do this, we obtained single-cell suspensions from the organs, stained the suspensions with conjugated anti-CD45, anti-CD11b, anti-NK1.1, anti-Ly6G, and anti-Ly6C antibodies, and subjected the suspen-sions to fluorescence-activated cell sorting (FACS). The prepared cell suspensions were used for FACS sorting and three cell populations were collected: monocytes [CD45+CD11b+Ly6C+], neutrophils [CD45+CD11b+Ly6G+] and NK-cells [CD45+CD11b-NK1.1+]. The samples were collected for each mouse from both control and BCG vaccinated groups. Monocytes and neutrophils were collected during sorting of bone marrow cell suspensions and NK-cells were collected from spleens. Then we have pre-pared double-indexed cDNA libraries for Illumina sequencing from the collected samples. The quality of the cDNA libraries was confirmed via Agilent Tape Station 2200 system, and the resulting cDNA library mix was subjected to NovaSeq 6000 sequencing. The RNA sequencing data was further processed with HISAT2 (GRCm38/mm10 was used as the reference genome), featureCount (GENCODE vM23, GRCm38.p6 was used as the reference transcriptome) and DESeq2 tools.","bcg, tuberculosis, lung tissue samples, dendritic cells",GSE261448,1086964,1086964_spleen,,24,NA,3,Day,,Yes,,Attenuated,Tuberculosis,BCG,?,Spleen (NK cells),NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Natural killer cell transcriptomics following vaccinia virus infection of mice,"RNA-seq analysis identified differentially regulated genes in purified NK cells isolated from naïve mice or those vaccinated with vaccinia virus. DEGs were compared with Overall design: Splenic NK cells were isolated by FACS from black 6 mice at day 0, day 1.5 and day 6.5 following intradermal inncoulation of mice with vaccinia virus strain Western Reserve. RNAseq was carried out on RNA extracted from these cells","vaccinia, nk cells, spleen",GSE225180,934308,,,16,NA,0//1.5//6.5,Hour,,Partial,,Attenuated,Vaccinia virus,Whole,?,Spleen (NK cells),NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Time-dependent enhancement of mRNA vaccines by 4-1BB costimulatory antibodies,"mRNA vaccines have demonstrated efficacy against COVID-19. However, concerns regarding waning immunity and breakthrough infections have motivated the development of next-generation vaccines with enhanced efficacy. In this study, we investigated the impact of 4-1BB costimulation on immune responses elicited by mRNA vaccines in mice. We first vaccinated mice with an mRNA vaccine encoding the SARS-CoV-2 spike antigen like the Moderna and Pfizer-BioNTech vaccines, followed by administration of 4-1BB costimulatory antibodies at various times post-vaccination. Administering 4-1BB costimulatory antibodies during the priming phase did not enhance immune responses. However, administering 4-1BB costimulatory antibodies after 96 hours elicited a significant improvement in CD8 T cell responses, leading to enhanced protection against breakthrough infections. A similar improvement in immune responses was observed with multiple mRNA vaccines, including vaccines against common cold coronavirus, human immunodeficiency virus (HIV), and arenavirus. These findings demonstrate a time-dependent effect by 4-1BB costimulation and provide insights for developing improved mRNA vaccines. Overall design: Bulk RNA-Sequencing of SARS-CoV-2 specific CD8 T cells taken 7 days after vaccination of mice with an mRNA vaccine followed with treatment with a control antibody (n=4) or 4-1BB agonistic antibody (n=4).","mrna, sarscov2, bulk, tcd8 cells",GSE260817,1083572,,https://www.ncbi.nlm.nih.gov/pubmed/39432667,8,NA,7,Day,,Yes,COVID-19 vax atlas,mRNA,SARS-CoV-2,,NA,Spleen (TCD8+),Intramuscular,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Gene expression on SARS CoV-2 specific CD8 T cells after SARS CoV-2 vaccination,"We studied the impact of a vaccine prime dose on CD8 T cell gene expression We first immunized mice with an Ad5-SARS CoV-2 spike vaccine and then evaluated gene expression on SARS CoV-2 specific CD8 T cells at week 4. Overall design: We interrogated whether vaccine prime dose affects gene expression on SARS CoV-2 specific CD8 T cells. To answer this, we immunized C57BL/6 mice intramuscularly with a low dose (LD, 10^6 PFU) or a standard dose (SD, 10^9 PFU) of a SARS CoV-2 vaccine (Ad5-SARS CoV-2 spike). After 4 weeks, we purified splenic CD8 T cells by MACS negative selection, and performed FACS-sorting on live CD8+ CD44+ Kb VNFNFNVL+ (SARS CoV-2 specific CD8 T cells). Purified cells were then delivered to the NUSeq Core for single cell RNA-Seq.","sarscov2, tcd8, adenovirus, ad5, scRNAseq",GSE173567,726170,,,4,NA,4,Week,,Yes,COVID-19 vax atlas,Viral vector,SARS-CoV-2,(Ad5),NA,Spleen (TCD8+),Intramuscular,scRNAseq,Mus musculus,,FALSE,TRUE,FALSE,FALSE
To compare the expression profile of CD8 T cells from mice vaccinated with Ad85A via the intranasal (IN) or intradermal (ID) routes isolated from lungs or spleen.,"In Balb/c mice, the presence of effector CD8 T cells in lungs after intra-nasal (IN) immunization with replication deficient recombinant Adenovirus expressing the 85A antigen from Mycobacterium tuberculosis (MTb) (Ad85A) correlates with protection against aerosol MTb infection. In order to identify differentially expressed transcripts which contribute to protection by IN immunized lung CD8 T cells, total RNA from CD8 T cells isolated from target tissue (lungs) and lymphoid organ (spleen ) after a protective (IN) and non-protective (intradermal, ID) immunization regime will be analyzed in a whole-genome microarray study. Overall design: Total RNA from CD8 T cells isolated from lungs or spleens of Balb/c mice 3 weeks post-immunization with Ad85A through the IN (protective) or ID (non-protective) route will be compared.","tuberculosis, lungs, spleen",GSE23713,130877,130877_spleen,,NA,NA,3,Week,,Yes,13 vaccines atlas,Viral vector,Tuberculosis,Ag85A//Ad5,NA,Spleen (TCD8+),Intranasal,Microarray,Mus musculus,,FALSE,TRUE,FALSE,FALSE
mRNA expression profiles of antigen-specific CD8+ T cells induced by DNA prime-DNA boost and DNA prime-VACV boost immunization regimen,"Similar with others, our data proved that antigen-specific CD8+ T cells from mice primed with DNA and boosted by VACV were much more sensitive to antigen stimulation than those from DNA-boost. Since the mechanisms of in vivo tuning of antigen sensitivity (also termed functional avidity) is still not defined, we compared this two vaccination regimen at gene expression level. Results provide important information of which genes were selectively activated by VACV boost vaccination. For example, data shows that the expression levels of genes involved in Cancer and Wnt signaling pathways is more higher in DNA prime-VACV boost regimen that DNA prime-DNA boost vaccination. Overall design: To obtain sufficient of antigen-specific cells for microarray analysis, the OVA-specific CD8+ T cells from OT-1 mice were adoptively transferred into wild type mice and then immunized by DNA and VACV vaccine encoding OVA. Four week later, mice were scarificed and antigen-specific CD8+ T cells were emriched by CD45.1-PE antibody and anti-PE MicroBeads from splenocytes.Total RNA was extracted by the RNeasy Mini Kit (QIAGEN, Germany). Followed by amplification and biotin labeling, the samples were hybridized using Illumina Total Prep RNA Amplification Kit (Ambion, USA). Mouse WG-6v2 Expression BeadChips were used for analysis of transcriptome.","dna, vacv, ova",GSE51849,225605,,,NA,NA,4,Week,,Yes,None,DNA,Vaccinia virus,OVA,NA,Spleen (TCD8+),NA,Microarray,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Impact of metformin treatment on CD8 in non and BCG-vaccinated mice,"The aim is to identify important metabolic and immune signaling pathways in memory CD8 T cells regulated by metformin and understand its implications on BCG-vaccination Overall design: CD8 T cells sorted via MACS from mouse spleen, followed by sorting of memory CD8 T cells via FACS","bcg, metformin, sorting TCD8, spleen",GSE139948,587714,,,26,Metformin co-innoculation,NA,,,Yes,,Attenuated,Tuberculosis,BCG,NA,Spleen (TCD8+),NA,Bulk,Mus musculus,,FALSE,TRUE,FALSE,FALSE
Early dendritic cell molecular signature modelling predicts late vaccine-induced adaptive T-cell responses (Illumina),"Mice were vaccinated with different Lentivirus vector-plaforms or PBS. Transcriptomes of sorted dendritic cells 6 hours after vaccination were used to build a model predictive of the vector-platform efficacy measured as the antigen-specific response 5, 7 and 10 days after the vaccination Overall design: Groups of 7-week-old female C57BL/6 mice (Charles River, France and Germany) were immunized either intravenously or sub-cutaneously with a controlled quantity of vector particles as defined in CompuVac assay protocols (www.compuvac.eu). Control mice were injected with 100 µL of phosphate buffered saline solution (PBS).",lentivirus,GSE66797,278648,,,NA,ler artigo,5//7//10,Day,,Partial,,Viral vector,Lentivirus vectors,,NA,Spleen (dendritic cells),"intravenous, subcutaneous",Microarray,Mus musculus,,,,,
