chrom	chromStart	chromEnd	name	score	value	geneAssociationMethods	color	geneHancerChrom	geneHancerStart	geneHancerEnd	geneHancerIdentifier	geneHancerStrand	geneChrom	geneStart	geneEnd	geneName	geneStrand
chr7	727675	769813	PRKAR1B/GH07J000767	16	36.61	eQTLs,C-HiC	77,190,238	chr7	767602	769813	GH07J000767	.	chr7	727675	727676	PRKAR1B	-
chr7	810356	815557	SUN1/GH07J000810	6	10.03	eQTLs,eRNA_co-expression,Distance	217,83,25	chr7	810356	811027	GH07J000810	.	chr7	815556	815557	SUN1	+
chr7	811680	818613	SUN1/GH07J000812	607	1491.06	eQTLs,TF_co-expression,Distance	217,83,25	chr7	811680	818613	GH07J000812	.	chr7	815556	815557	SUN1	+
chr7	815556	885233	SUN1/GH07J000885	2	2.25	eQTLs,Distance	217,83,25	chr7	885083	885233	GH07J000885	.	chr7	815556	815557	SUN1	+
chr7	815556	881218	SUN1/GH07J000879	3	3.25	eQTLs,Distance	217,83,25	chr7	879811	881218	GH07J000879	.	chr7	815556	815557	SUN1	+
chr7	815556	879685	SUN1/GH07J000871	87	209.72	eQTLs,TF_co-expression,Distance	217,83,25	chr7	871994	879685	GH07J000871	.	chr7	815556	815557	SUN1	+
chr7	815556	868637	SUN1/GH07J000865	5	9.02	eQTLs,Distance	217,83,25	chr7	865930	868637	GH07J000865	.	chr7	815556	815557	SUN1	+
chr7	815556	862098	SUN1/GH07J000861	4	5.86	eQTLs,Distance	217,83,25	chr7	861184	862098	GH07J000861	.	chr7	815556	815557	SUN1	+
chr7	815556	843126	SUN1/GH07J000841	6	10.95	eQTLs,C-HiC,Distance	217,83,25	chr7	841352	843126	GH07J000841	.	chr7	815556	815557	SUN1	+
chr7	815556	837474	SUN1/GH07J000835	7	13.54	eQTLs,eRNA_co-expression,Distance	217,83,25	chr7	835043	837474	GH07J000835	.	chr7	815556	815557	SUN1	+
chr7	815556	834868	SUN1/GH07J000828	6	11.15	eQTLs,Distance	217,83,25	chr7	828828	834868	GH07J000828	.	chr7	815556	815557	SUN1	+
chr7	815556	826927	SUN1/GH07J000822	5	9.05	eQTLs,Distance	217,83,25	chr7	822358	826927	GH07J000822	.	chr7	815556	815557	SUN1	+
chr7	828828	955407	ADAP1/GH07J000828	10	21.99	eQTLs,C-HiC	119,172,48	chr7	828828	834868	GH07J000828	.	chr7	955406	955407	ADAP1	-
chr7	879811	886547	ENSG00000273151/GH07J000879	4	5.45	eQTLs,Distance	126,47,142	chr7	879811	881218	GH07J000879	.	chr7	886546	886547	ENSG00000273151	-
chr7	900247	955407	ADAP1/GH07J000900	5	9.43	eQTLs,Distance	119,172,48	chr7	900247	902256	GH07J000900	.	chr7	955406	955407	ADAP1	-
chr7	904600	955407	ADAP1/GH07J000904	360	882.83	eQTLs,Distance	119,172,48	chr7	904600	905268	GH07J000904	.	chr7	955406	955407	ADAP1	-
chr7	906937	975599	COX19/GH07J000906	3	2.8	eRNA_co-expression,Distance	77,190,238	chr7	906937	912695	GH07J000906	.	chr7	975598	975599	COX19	-
chr7	906937	955407	ADAP1/GH07J000906	549	1349.07	eQTLs,eRNA_co-expression,Distance	119,172,48	chr7	906937	912695	GH07J000906	.	chr7	955406	955407	ADAP1	-
chr7	906937	1160759	ZFAND2A/GH07J000906	6	11.79	eQTLs,eRNA_co-expression	126,47,142	chr7	906937	912695	GH07J000906	.	chr7	1160758	1160759	ZFAND2A	-
chr7	913510	955407	ADAP1/GH07J000913	6	10.64	eQTLs,Distance	119,172,48	chr7	913510	915403	GH07J000913	.	chr7	955406	955407	ADAP1	-
chr7	921513	975599	COX19/GH07J000921	4	5.68	eRNA_co-expression,Distance	77,190,238	chr7	921513	932000	GH07J000921	.	chr7	975598	975599	COX19	-
chr7	921513	955407	ADAP1/GH07J000921	599	1471.48	eQTLs,eRNA_co-expression,Distance	119,172,48	chr7	921513	932000	GH07J000921	.	chr7	955406	955407	ADAP1	-
chr7	921513	1160759	ZFAND2A/GH07J000921	10	19.81	eQTLs,eRNA_co-expression	126,47,142	chr7	921513	932000	GH07J000921	.	chr7	1160758	1160759	ZFAND2A	-
chr7	936155	955407	ADAP1/GH07J000936	3	4.91	eQTLs,Distance	119,172,48	chr7	936155	937145	GH07J000936	.	chr7	955406	955407	ADAP1	-
chr7	944603	955407	ADAP1/GH07J000944	448	1101.01	eQTLs,Distance	119,172,48	chr7	944603	948067	GH07J000944	.	chr7	955406	955407	ADAP1	-
chr7	949045	955407	ADAP1/GH07J000949	2	2.05	eRNA_co-expression,Distance	119,172,48	chr7	949045	950674	GH07J000949	.	chr7	955406	955407	ADAP1	-
chr7	952285	955407	ADAP1/GH07J000952	547	1343.29	eQTLs,Distance	119,172,48	chr7	952285	954801	GH07J000952	.	chr7	955406	955407	ADAP1	-
chr7	955406	980626	ADAP1/GH07J000971	732	1800.4	C-HiC,Distance	119,172,48	chr7	971860	980626	GH07J000971	.	chr7	955406	955407	ADAP1	-
chr7	962803	975599	COX19/GH07J000962	5	8.73	eQTLs,Distance	77,190,238	chr7	962803	966199	GH07J000962	.	chr7	975598	975599	COX19	-
chr7	962803	1160374	LOC101927021/GH07J000962	11	23.05	eQTLs,C-HiC	237,177,32	chr7	962803	966199	GH07J000962	.	chr7	1160373	1160374	LOC101927021	+
chr7	971860	983156	CYP2W1/GH07J000971	52	124.19	eQTLs,eRNA_co-expression,Distance	162,20,47	chr7	971860	980626	GH07J000971	.	chr7	983155	983156	CYP2W1	+
chr7	971860	980626	COX19/GH07J000971	729	1792.53	eQTLs,Distance	77,190,238	chr7	971860	980626	GH07J000971	.	chr7	975598	975599	COX19	-
chr7	971860	1138275	C7orf50/GH07J000971	14	31.26	C-HiC,Distance	217,83,25	chr7	971860	980626	GH07J000971	.	chr7	1138274	1138275	C7orf50	-
chr7	971860	1044573	GPR146/GH07J000971	24	55.9	eQTLs,C-HiC	237,177,32	chr7	971860	980626	GH07J000971	.	chr7	1044572	1044573	GPR146	+
chr7	975598	988847	COX19/GH07J000981	490	1202.42	eQTLs,Distance	77,190,238	chr7	981749	988847	GH07J000981	.	chr7	975598	975599	COX19	-
chr7	975598	1061325	COX19/GH07J001058	5	9.68	eQTLs,eRNA_co-expression	77,190,238	chr7	1058424	1061325	GH07J001058	.	chr7	975598	975599	COX19	-
chr7	975598	1030186	COX19/GH07J001022	15	33.66	eQTLs,eRNA_co-expression	77,190,238	chr7	1022757	1030186	GH07J001022	.	chr7	975598	975599	COX19	-
chr7	981749	988847	CYP2W1/GH07J000981	514	1261.74	eQTLs,Distance	162,20,47	chr7	981749	988847	GH07J000981	.	chr7	983155	983156	CYP2W1	+
chr7	981749	1138275	C7orf50/GH07J000981	10	20.7	C-HiC,Distance	217,83,25	chr7	981749	988847	GH07J000981	.	chr7	1138274	1138275	C7orf50	-
chr7	981749	1044573	GPR146/GH07J000981	18	40.33	eQTLs,C-HiC	237,177,32	chr7	981749	988847	GH07J000981	.	chr7	1044572	1044573	GPR146	+
chr7	983155	993900	CYP2W1/GH07J000990	23	51.79	eQTLs,Distance	162,20,47	chr7	990481	993900	GH07J000990	.	chr7	983155	983156	CYP2W1	+
chr7	983155	1000774	CYP2W1/GH07J000999	11	23.33	eQTLs,Distance	162,20,47	chr7	999596	1000774	GH07J000999	.	chr7	983155	983156	CYP2W1	+
chr7	1043233	1160759	ZFAND2A/GH07J001043	15	32.15	eQTLs,C-HiC	126,47,142	chr7	1043233	1046238	GH07J001043	.	chr7	1160758	1160759	ZFAND2A	-
chr7	1043233	1138275	C7orf50/GH07J001043	9	17.83	C-HiC,Distance	217,83,25	chr7	1043233	1046238	GH07J001043	.	chr7	1138274	1138275	C7orf50	-
chr7	1044572	1125802	GPR146/GH07J001122	8	17.25	eQTLs,C-HiC	237,177,32	chr7	1122774	1125802	GH07J001122	.	chr7	1044572	1044573	GPR146	+
chr7	1046304	1160374	LOC101927021/GH07J001046	21	47.02	eQTLs,C-HiC	237,177,32	chr7	1046304	1048184	GH07J001046	.	chr7	1160373	1160374	LOC101927021	+
chr7	1046304	1138275	C7orf50/GH07J001046	6	9.97	C-HiC,Distance	217,83,25	chr7	1046304	1048184	GH07J001046	.	chr7	1138274	1138275	C7orf50	-
chr7	1058424	1160759	ZFAND2A/GH07J001058	7	14.11	eQTLs,eRNA_co-expression	126,47,142	chr7	1058424	1061325	GH07J001058	.	chr7	1160758	1160759	ZFAND2A	-
chr7	1073001	1075321	LOC105375120/GH07J001073	178	435.37	eQTLs,Distance	119,172,48	chr7	1073001	1075321	GH07J001073	.	chr7	1074247	1074248	LOC105375120	+
chr7	1074247	1096624	LOC105375120/GH07J001095	11	22.55	eQTLs,C-HiC	119,172,48	chr7	1095693	1096624	GH07J001095	.	chr7	1074247	1074248	LOC105375120	+
chr7	1074247	1077000	LOC105375120/GH07J001075	250	611.09	eQTLs,Distance	119,172,48	chr7	1075444	1077000	GH07J001075	.	chr7	1074247	1074248	LOC105375120	+
chr7	1078519	1160374	LOC101927021/GH07J001078	21	49.15	eQTLs,C-HiC	237,177,32	chr7	1078519	1079004	GH07J001078	.	chr7	1160373	1160374	LOC101927021	+
chr7	1078519	1138275	C7orf50/GH07J001078	6	10.59	C-HiC,Distance	217,83,25	chr7	1078519	1079004	GH07J001078	.	chr7	1138274	1138275	C7orf50	-
chr7	1082207	1091400	GPER1/GH07J001090	6	11.93	eQTLs,Distance	162,20,47	chr7	1090005	1091400	GH07J001090	.	chr7	1082207	1082208	GPER1	+
chr7	1082207	1089471	GPER1/GH07J001085	655	1610.3	eQTLs,eRNA_co-expression,Distance	162,20,47	chr7	1085666	1089471	GH07J001085	.	chr7	1082207	1082208	GPER1	+
chr7	1095693	1138275	C7orf50/GH07J001095	6	10.98	C-HiC,Distance	217,83,25	chr7	1095693	1096624	GH07J001095	.	chr7	1138274	1138275	C7orf50	-
chr7	1099635	1138275	C7orf50/GH07J001099	5	9.63	C-HiC,Distance	217,83,25	chr7	1099635	1099880	GH07J001099	.	chr7	1138274	1138275	C7orf50	-
chr7	1100042	1138275	C7orf50/GH07J001100	8	15.08	C-HiC,Distance	217,83,25	chr7	1100042	1102212	GH07J001100	.	chr7	1138274	1138275	C7orf50	-
chr7	1102683	1160374	LOC101927021/GH07J001102	24	55.92	eQTLs,C-HiC	237,177,32	chr7	1102683	1105553	GH07J001102	.	chr7	1160373	1160374	LOC101927021	+
chr7	1102683	1138275	C7orf50/GH07J001102	8	15.24	C-HiC,Distance	217,83,25	chr7	1102683	1105553	GH07J001102	.	chr7	1138274	1138275	C7orf50	-
chr7	1105969	1160374	LOC101927021/GH07J001105	5	8.11	eQTLs,C-HiC	237,177,32	chr7	1105969	1107463	GH07J001105	.	chr7	1160373	1160374	LOC101927021	+
chr7	1105969	1138275	C7orf50/GH07J001105	3	4.82	C-HiC,Distance	217,83,25	chr7	1105969	1107463	GH07J001105	.	chr7	1138274	1138275	C7orf50	-
chr7	1122774	1160374	LOC101927021/GH07J001122	23	52.48	eQTLs,C-HiC	237,177,32	chr7	1122774	1125802	GH07J001122	.	chr7	1160373	1160374	LOC101927021	+
chr7	1156463	1160374	LOC101927021/GH07J001156	46	109.06	eQTLs,Distance	237,177,32	chr7	1156463	1157717	GH07J001156	.	chr7	1160373	1160374	LOC101927021	+
chr7	1157943	1161597	ZFAND2A/GH07J001157	594	1459.08	eQTLs,Distance	126,47,142	chr7	1157943	1161597	GH07J001157	.	chr7	1160758	1160759	ZFAND2A	-
chr7	1157943	1161597	LOC101927021/GH07J001157	686	1686.13	eQTLs,Distance	237,177,32	chr7	1157943	1161597	GH07J001157	.	chr7	1160373	1160374	LOC101927021	+
chr7	1411851	1459502	MICALL2/GH07J001411	4	6.35	eQTLs,Distance	162,20,47	chr7	1411851	1413533	GH07J001411	.	chr7	1459501	1459502	MICALL2	-
chr7	1417421	1459502	MICALL2/GH07J001417	5	7.83	eQTLs,Distance	162,20,47	chr7	1417421	1418000	GH07J001417	.	chr7	1459501	1459502	MICALL2	-
chr7	1453933	1504382	INTS1/GH07J001453	17	38.62	eQTLs,TF_co-expression	237,177,32	chr7	1453933	1456433	GH07J001453	.	chr7	1504381	1504382	INTS1	-
chr7	1456871	1504382	INTS1/GH07J001456	48	114.62	eQTLs,TF_co-expression	237,177,32	chr7	1456871	1464041	GH07J001456	.	chr7	1504381	1504382	INTS1	-
chr7	1502504	1508977	INTS1/GH07J001502	592	1455	eQTLs,TF_co-expression,Distance	237,177,32	chr7	1502504	1508977	GH07J001502	.	chr7	1504381	1504382	INTS1	-
chr7	1512201	1560821	TMEM184A/GH07J001512	13	27.85	eQTLs,C-HiC	162,20,47	chr7	1512201	1518419	GH07J001512	.	chr7	1560820	1560821	TMEM184A	-
chr7	1512201	1530714	MAFK/GH07J001512	6	11.43	eRNA_co-expression,Distance	119,172,48	chr7	1512201	1518419	GH07J001512	.	chr7	1530713	1530714	MAFK	+
chr7	1519718	1530714	MAFK/GH07J001519	3	3.86	eRNA_co-expression,Distance	119,172,48	chr7	1519718	1522164	GH07J001519	.	chr7	1530713	1530714	MAFK	+
chr7	1529571	1560821	TMEM184A/GH07J001529	19	43.53	eQTLs,eRNA_co-expression	162,20,47	chr7	1529571	1540052	GH07J001529	.	chr7	1560820	1560821	TMEM184A	-
chr7	1529571	1540052	MAFK/GH07J001529	705	1734.49	eRNA_co-expression,Distance	119,172,48	chr7	1529571	1540052	GH07J001529	.	chr7	1530713	1530714	MAFK	+
chr7	1553773	1561271	TMEM184A/GH07J001553	522	1283.23	eQTLs,Distance	162,20,47	chr7	1553773	1561271	GH07J001553	.	chr7	1560820	1560821	TMEM184A	-
chr7	1565971	1572616	PSMG3/GH07J001565	609	1497.07	eQTLs,Distance	217,83,25	chr7	1565971	1572616	GH07J001565	.	chr7	1571004	1571005	PSMG3	-
chr7	1565971	1572616	PSMG3-AS1/GH07J001565	613	1506.92	eQTLs,Distance	0,114,189	chr7	1565971	1572616	GH07J001565	.	chr7	1570072	1570073	PSMG3-AS1	+
chr7	1570072	1577709	PSMG3-AS1/GH07J001575	5	8.32	eQTLs,Distance	0,114,189	chr7	1575716	1577709	GH07J001575	.	chr7	1570072	1570073	PSMG3-AS1	+
chr7	1741240	1745587	ELFN1-AS1/GH07J001741	311	763.55	eQTLs,Distance	119,172,48	chr7	1741240	1745587	GH07J001741	.	chr7	1742309	1742310	ELFN1-AS1	-
chr7	1881814	2233243	MAD1L1/GH07J001881	4	5.7	eQTLs,Distance	126,47,142	chr7	1881814	1884085	GH07J001881	.	chr7	2233242	2233243	MAD1L1	-
chr7	2037264	2242222	NUDT1/GH07J002037	9	17.97	eQTLs,C-HiC	77,190,238	chr7	2037264	2038600	GH07J002037	.	chr7	2242221	2242222	NUDT1	+
chr7	2037264	2233243	MAD1L1/GH07J002037	6	12.28	C-HiC,Distance	126,47,142	chr7	2037264	2038600	GH07J002037	.	chr7	2233242	2233243	MAD1L1	-
chr7	2063065	2233243	MAD1L1/GH07J002063	3	4.42	eQTLs,Distance	126,47,142	chr7	2063065	2064681	GH07J002063	.	chr7	2233242	2233243	MAD1L1	-
chr7	2065918	2233243	MAD1L1/GH07J002065	3	4.24	eQTLs,Distance	126,47,142	chr7	2065918	2067084	GH07J002065	.	chr7	2233242	2233243	MAD1L1	-
chr7	2093082	2242222	NUDT1/GH07J002093	5	9.59	eQTLs,C-HiC	77,190,238	chr7	2093082	2094142	GH07J002093	.	chr7	2242221	2242222	NUDT1	+
chr7	2093082	2233243	MAD1L1/GH07J002093	6	10.19	eQTLs,C-HiC,Distance	126,47,142	chr7	2093082	2094142	GH07J002093	.	chr7	2233242	2233243	MAD1L1	-
chr7	2103220	2233243	MAD1L1/GH07J002103	6	11.38	eQTLs,Distance	126,47,142	chr7	2103220	2113200	GH07J002103	.	chr7	2233242	2233243	MAD1L1	-
chr7	2118531	2233243	MAD1L1/GH07J002118	2	2.43	eQTLs,Distance	126,47,142	chr7	2118531	2119480	GH07J002118	.	chr7	2233242	2233243	MAD1L1	-
chr7	2120000	2233243	MAD1L1/GH07J002120	3	3.32	eQTLs,Distance	126,47,142	chr7	2120000	2120941	GH07J002120	.	chr7	2233242	2233243	MAD1L1	-
chr7	2137945	2233243	MAD1L1/GH07J002137	5	7.53	eQTLs,Distance	126,47,142	chr7	2137945	2139198	GH07J002137	.	chr7	2233242	2233243	MAD1L1	-
chr7	2157182	2233243	MAD1L1/GH07J002157	5	7.49	eQTLs,Distance	126,47,142	chr7	2157182	2159555	GH07J002157	.	chr7	2233242	2233243	MAD1L1	-
chr7	2174695	2233243	MAD1L1/GH07J002174	3	3.65	eQTLs,Distance	126,47,142	chr7	2174695	2176527	GH07J002174	.	chr7	2233242	2233243	MAD1L1	-
chr7	2231701	2242198	MRM2/GH07J002232	13	28.42	eQTLs,Distance	119,172,48	chr7	2231701	2235126	GH07J002232	.	chr7	2242197	2242198	MRM2	-
chr7	2236422	2242198	MRM2/GH07J002236	9	19.33	eQTLs,Distance	119,172,48	chr7	2236422	2238754	GH07J002236	.	chr7	2242197	2242198	MRM2	-
chr7	2241218	2243532	MRM2/GH07J002241	550	1350.41	eQTLs,Distance	119,172,48	chr7	2241218	2243532	GH07J002241	.	chr7	2242197	2242198	MRM2	-
chr7	2242197	3044522	MRM2/GH07J003041	11	24.64	eQTLs,TF_co-expression	119,172,48	chr7	3041085	3044522	GH07J003041	.	chr7	2242197	2242198	MRM2	-
chr7	2242197	2315131	MRM2/GH07J002309	22	51.17	C-HiC,TF_co-expression	119,172,48	chr7	2309425	2315131	GH07J002309	.	chr7	2242197	2242198	MRM2	-
chr7	2242197	2305398	MRM2/GH07J002304	10	21.21	eQTLs,C-HiC	119,172,48	chr7	2304458	2305398	GH07J002304	.	chr7	2242197	2242198	MRM2	-
chr7	2242197	2302102	MRM2/GH07J002298	13	27.61	eQTLs,C-HiC	119,172,48	chr7	2298334	2302102	GH07J002298	.	chr7	2242197	2242198	MRM2	-
chr7	2258734	2354318	SNX8/GH07J002258	2	1.59	eRNA_co-expression,Distance	237,177,32	chr7	2258734	2259731	GH07J002258	.	chr7	2354317	2354318	SNX8	-
chr7	2261165	2354318	SNX8/GH07J002261	5	7.61	eQTLs,eRNA_co-expression,Distance	237,177,32	chr7	2261165	2262773	GH07J002261	.	chr7	2354317	2354318	SNX8	-
chr7	2266425	2354318	SNX8/GH07J002266	4	7.14	eQTLs,Distance	237,177,32	chr7	2266425	2267231	GH07J002266	.	chr7	2354317	2354318	SNX8	-
chr7	2269165	2354318	SNX8/GH07J002269	4	6.96	eQTLs,Distance	237,177,32	chr7	2269165	2270895	GH07J002269	.	chr7	2354317	2354318	SNX8	-
chr7	2279310	2354318	SNX8/GH07J002279	4	7.21	eQTLs,Distance	237,177,32	chr7	2279310	2282974	GH07J002279	.	chr7	2354317	2354318	SNX8	-
chr7	2298334	2354318	SNX8/GH07J002298	9	18.47	eQTLs,eRNA_co-expression,Distance	237,177,32	chr7	2298334	2302102	GH07J002298	.	chr7	2354317	2354318	SNX8	-
chr7	2306645	2354318	SNX8/GH07J002306	7	14.57	eQTLs,Distance	237,177,32	chr7	2306645	2308744	GH07J002306	.	chr7	2354317	2354318	SNX8	-
chr7	2309425	2354318	SNX8/GH07J002309	635	1559.95	eQTLs,eRNA_co-expression,Distance	237,177,32	chr7	2309425	2315131	GH07J002309	.	chr7	2354317	2354318	SNX8	-
chr7	2325154	2354318	SNX8/GH07J002325	7	13.18	C-HiC,eRNA_co-expression,Distance	237,177,32	chr7	2325154	2325600	GH07J002325	.	chr7	2354317	2354318	SNX8	-
chr7	2347800	2354086	EIF3B/GH07J002347	5	8.96	eQTLs,Distance	217,83,25	chr7	2347800	2348755	GH07J002347	.	chr7	2354085	2354086	EIF3B	+
chr7	2352968	2356954	EIF3B/GH07J002352	646	1587.78	eQTLs,TF_co-expression,Distance	217,83,25	chr7	2352968	2356954	GH07J002352	.	chr7	2354085	2354086	EIF3B	+
chr7	2354085	2410930	EIF3B/GH07J002408	9	17.85	eQTLs,C-HiC	217,83,25	chr7	2408601	2410930	GH07J002408	.	chr7	2354085	2354086	EIF3B	+
chr7	2354085	2407779	EIF3B/GH07J002402	18	41.23	eQTLs,C-HiC	217,83,25	chr7	2402751	2407779	GH07J002402	.	chr7	2354085	2354086	EIF3B	+
chr7	2399284	2403526	CHST12/GH07J002399	6	11.59	eQTLs,Distance	77,190,238	chr7	2399284	2401855	GH07J002399	.	chr7	2403525	2403526	CHST12	+
chr7	2402751	2407779	CHST12/GH07J002402	551	1355.12	eQTLs,Distance	77,190,238	chr7	2402751	2407779	GH07J002402	.	chr7	2403525	2403526	CHST12	+
chr7	2403525	2413235	CHST12/GH07J002411	6	12.06	eQTLs,Distance	77,190,238	chr7	2411596	2413235	GH07J002411	.	chr7	2403525	2403526	CHST12	+
chr7	2403525	2410930	CHST12/GH07J002408	7	13.05	eQTLs,Distance	77,190,238	chr7	2408601	2410930	GH07J002408	.	chr7	2403525	2403526	CHST12	+
chr7	2476061	2512529	LFNG/GH07J002476	4	5.45	eQTLs,Distance	0,114,189	chr7	2476061	2479527	GH07J002476	.	chr7	2512528	2512529	LFNG	+
chr7	2487497	2512529	LFNG/GH07J002487	8	15.12	eQTLs,C-HiC,Distance	0,114,189	chr7	2487497	2489041	GH07J002487	.	chr7	2512528	2512529	LFNG	+
chr7	2507705	2555758	BRAT1/GH07J002507	6	10.6	eQTLs,eRNA_co-expression	237,177,32	chr7	2507705	2513728	GH07J002507	.	chr7	2555757	2555758	BRAT1	-
chr7	2507705	2513728	LFNG/GH07J002507	439	1076.96	eQTLs,eRNA_co-expression,Distance	0,114,189	chr7	2507705	2513728	GH07J002507	.	chr7	2512528	2512529	LFNG	+
chr7	2512528	2533399	LFNG/GH07J002515	751	1846.68	eQTLs,eRNA_co-expression,Distance	0,114,189	chr7	2515321	2533399	GH07J002515	.	chr7	2512528	2512529	LFNG	+
chr7	2515321	2555758	BRAT1/GH07J002515	14	30.92	eQTLs,eRNA_co-expression	237,177,32	chr7	2515321	2533399	GH07J002515	.	chr7	2555757	2555758	BRAT1	-
chr7	2553962	2556639	BRAT1/GH07J002553	556	1366.5	eQTLs,TF_co-expression,Distance	237,177,32	chr7	2553962	2556639	GH07J002553	.	chr7	2555757	2555758	BRAT1	-
chr7	2555757	2642973	BRAT1/GH07J002626	36	85.23	C-HiC,TF_co-expression	237,177,32	chr7	2626275	2642973	GH07J002626	.	chr7	2555757	2555758	BRAT1	-
chr7	2555757	2625654	BRAT1/GH07J002619	30	69.9	C-HiC,TF_co-expression	237,177,32	chr7	2619834	2625654	GH07J002619	.	chr7	2555757	2555758	BRAT1	-
chr7	2555757	2610361	BRAT1/GH07J002606	14	30.88	C-HiC,TF_co-expression	237,177,32	chr7	2606743	2610361	GH07J002606	.	chr7	2555757	2555758	BRAT1	-
chr7	2555757	2560613	BRAT1/GH07J002557	26	61.21	eQTLs,TF_co-expression	237,177,32	chr7	2557874	2560613	GH07J002557	.	chr7	2555757	2555758	BRAT1	-
chr7	2558971	2615237	IQCE/GH07J002610	5	8.02	eQTLs,Distance	126,47,142	chr7	2610440	2615237	GH07J002610	.	chr7	2558971	2558972	IQCE	+
chr7	2558971	2610361	IQCE/GH07J002606	6	11.38	eQTLs,Distance	126,47,142	chr7	2606743	2610361	GH07J002606	.	chr7	2558971	2558972	IQCE	+
chr7	2558971	2568200	IQCE/GH07J002566	4	5.61	eQTLs,Distance	126,47,142	chr7	2566366	2568200	GH07J002566	.	chr7	2558971	2558972	IQCE	+
chr7	2606743	2631951	TTYH3/GH07J002606	17	38.1	eQTLs,C-HiC,eRNA_co-expression,Distance	119,172,48	chr7	2606743	2610361	GH07J002606	.	chr7	2631950	2631951	TTYH3	+
chr7	2610440	2631951	TTYH3/GH07J002610	4	6.53	eQTLs,Distance	119,172,48	chr7	2610440	2615237	GH07J002610	.	chr7	2631950	2631951	TTYH3	+
chr7	2616335	2631951	TTYH3/GH07J002616	4	6.79	eRNA_co-expression,Distance	119,172,48	chr7	2616335	2619605	GH07J002616	.	chr7	2631950	2631951	TTYH3	+
chr7	2619834	2631951	TTYH3/GH07J002619	13	27.44	eQTLs,Distance	119,172,48	chr7	2619834	2625654	GH07J002619	.	chr7	2631950	2631951	TTYH3	+
chr7	2626275	2679522	AMZ1/GH07J002626	16	35.3	C-HiC,Distance	77,190,238	chr7	2626275	2642973	GH07J002626	.	chr7	2679521	2679522	AMZ1	+
chr7	2626275	2642973	TTYH3/GH07J002626	814	2001.45	eQTLs,eRNA_co-expression,Distance	119,172,48	chr7	2626275	2642973	GH07J002626	.	chr7	2631950	2631951	TTYH3	+
chr7	2631950	2663841	TTYH3/GH07J002663	4	5.84	eQTLs,Distance	119,172,48	chr7	2662464	2663841	GH07J002663	.	chr7	2631950	2631951	TTYH3	+
chr7	2679521	2774299	AMZ1/GH07J002772	6	10.56	eQTLs,Distance	77,190,238	chr7	2772406	2774299	GH07J002772	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2764928	AMZ1/GH07J002756	15	33.37	eQTLs,C-HiC,Distance	77,190,238	chr7	2756257	2764928	GH07J002756	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2736079	AMZ1/GH07J002727	6	11.58	eQTLs,Distance	77,190,238	chr7	2727715	2736079	GH07J002727	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2721504	AMZ1/GH07J002720	5	8.35	eQTLs,Distance	77,190,238	chr7	2720543	2721504	GH07J002720	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2719014	AMZ1/GH07J002715	6	11.11	eQTLs,Distance	77,190,238	chr7	2715400	2719014	GH07J002715	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2713676	AMZ1/GH07J002713	5	8.28	eQTLs,Distance	77,190,238	chr7	2713399	2713676	GH07J002713	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2711506	AMZ1/GH07J002708	17	38.81	eQTLs,C-HiC,Distance	77,190,238	chr7	2708855	2711506	GH07J002708	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2702458	AMZ1/GH07J002701	304	746.09	C-HiC,Distance	77,190,238	chr7	2701846	2702458	GH07J002701	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2699600	AMZ1/GH07J002698	5	8.33	eQTLs,Distance	77,190,238	chr7	2698761	2699600	GH07J002698	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2694401	AMZ1/GH07J002693	23	52.85	eQTLs,Distance	77,190,238	chr7	2693922	2694401	GH07J002693	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2690163	AMZ1/GH07J002689	7	13.15	eQTLs,Distance	77,190,238	chr7	2689921	2690163	GH07J002689	.	chr7	2679521	2679522	AMZ1	+
chr7	2679521	2689800	AMZ1/GH07J002686	9	17.77	eQTLs,Distance	77,190,238	chr7	2686846	2689800	GH07J002686	.	chr7	2679521	2679522	AMZ1	+
chr7	2727715	2870656	GNA12/GH07J002727	21	47.36	eQTLs,Distance	0,114,189	chr7	2727715	2736079	GH07J002727	.	chr7	2870655	2870656	GNA12	-
chr7	2737416	2870656	GNA12/GH07J002737	9	18.58	eQTLs,Distance	0,114,189	chr7	2737416	2739226	GH07J002737	.	chr7	2870655	2870656	GNA12	-
chr7	2750079	2870656	GNA12/GH07J002750	8	15.3	eQTLs,Distance	0,114,189	chr7	2750079	2751367	GH07J002750	.	chr7	2870655	2870656	GNA12	-
chr7	2753978	2870656	GNA12/GH07J002753	2	1.61	eRNA_co-expression,Distance	0,114,189	chr7	2753978	2756188	GH07J002753	.	chr7	2870655	2870656	GNA12	-
chr7	2756257	2870656	GNA12/GH07J002756	23	52.39	eQTLs,eRNA_co-expression,Distance	0,114,189	chr7	2756257	2764928	GH07J002756	.	chr7	2870655	2870656	GNA12	-
